repairAmount,tsaEligible,damagedStateAbbreviation
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
2125.36,0,FL
,1,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
499.5,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
11000.0,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
499.5,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
3226.7,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
1000.0,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
5660.0,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
16665.0,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
2805.39,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
1000.0,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,1,FL
,1,FL
,1,FL
,1,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
4702.21,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
1000.0,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
6682.81,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
1000.0,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
3043.9,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
963.28,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
2164.5,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
1000.0,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
499.5,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
11013.3,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
499.5,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
1665.0,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,1,FL
,1,FL
,0,FL
499.5,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
2018.51,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
1000.0,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
499.5,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
409.48,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,1,FL
,1,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
499.5,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
5432.05,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
1000.0,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
2164.5,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
1000.0,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
499.5,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
1000.0,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,1,FL
,1,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
5528.8,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
1665.0,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,1,FL
,1,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
339.62,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
1000.0,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
499.5,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,1,FL
,1,FL
15000.0,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
1000.0,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
25000.0,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
1000.0,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
