repairAmount,tsaEligible,damagedStateAbbreviation
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
7325.0,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
1000.0,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
950.02,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,1,FL
,1,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
10000.0,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,1,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
1665.0,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
10000.0,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,1,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
5660.0,1,FL
,0,FL
,0,FL
,0,FL
,0,FL
,0,FL
,1,FL
,0,FL
,0,FL
,0,FL
,0,GA
,1,GA
,0,GA
,0,GA
,0,GA
,0,LA
,0,LA
,0,LA
3636.69,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
1480.97,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
14301.26,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
1734.32,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
14748.2,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
1734.32,0,LA
,0,LA
6550.73,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
11026.73,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
9863.84,0,LA
,0,LA
5136.69,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
6814.92,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,1,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
1480.97,0,LA
,0,LA
,0,LA
3952.85,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
35500.0,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
5944.1,0,LA
,0,LA
3234.32,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
15305.72,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
18572.12,0,LA
,1,LA
1480.97,0,LA
,1,LA
,0,LA
,0,LA
,1,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
1500.0,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
23855.16,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
5492.64,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
3636.69,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
5136.69,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,1,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
3234.32,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
11175.44,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
3234.32,1,LA
,0,LA
,0,LA
4150.62,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
4444.1,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
148.71,0,LA
17202.5,1,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
9629.52,0,LA
,0,LA
,0,LA
,0,LA
6973.34,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,1,LA
158.42,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
5944.1,0,LA
,1,LA
,1,LA
,0,LA
8129.52,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
5136.69,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
8129.52,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
1368.36,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
7316.97,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
14301.26,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
1630.95,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
1734.32,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
1463.66,0,LA
,0,LA
,0,LA
3113.82,0,LA
,0,LA
,0,LA
,0,LA
5492.64,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
8129.52,0,LA
,1,LA
3952.85,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,1,LA
7122.05,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
3943.14,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
8050.73,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
158.42,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
1734.32,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
2980.97,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
3942.97,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
8966.95,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,1,LA
4444.1,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
5136.69,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
160.48,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
148.71,0,LA
,1,LA
1005.69,1,LA
,0,LA
,0,LA
,1,LA
3234.32,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,1,LA
,0,LA
3636.69,0,LA
14598.22,0,LA
,1,LA
,1,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
31889.85,1,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
4594.08,0,LA
,0,LA
,0,LA
,1,LA
4444.1,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
2980.97,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
8050.73,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
4444.1,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
4444.1,0,LA
,0,LA
,0,LA
,0,LA
1376.72,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
6550.73,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,1,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
1734.32,0,LA
3113.82,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,1,LA
,0,LA
,1,LA
,0,LA
,0,LA
,1,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
23855.16,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
3113.82,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
4444.1,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,1,LA
,0,LA
,1,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
1368.36,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
10869.73,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
3234.32,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
1734.32,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
6700.71,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
916.3,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
1734.32,0,LA
,0,LA
,0,LA
,0,LA
25898.8,0,LA
,1,LA
,0,LA
,0,LA
5136.69,1,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
11331.61,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
14748.2,1,LA
,0,LA
5492.64,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,1,LA
,1,LA
,0,LA
14608.39,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
1884.3,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,1,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
4444.1,0,LA
16615.41,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
6550.73,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,1,LA
,0,LA
,1,LA
,0,LA
,1,LA
,0,LA
3636.69,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,1,LA
,0,LA
4444.1,0,LA
,1,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
3113.82,0,LA
6963.63,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
13098.22,0,LA
,0,LA
440.79,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
7316.97,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
26310.62,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
3365.21,0,LA
,1,LA
,0,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,0,LA
,1,LA
,1,LA
,0,LA
5136.69,0,LA
,1,LA
,0,LA
,0,LA
